SKU,Brand,Product Name,Current Price,Price per unit,Unit Size,Previous Price,On Special,Suppliers,Category,Availability,URL,Date
9336237P,Radox,Muscle Soak Bath Foam,6.5,$1.30 per 100mL,500mL,,,"['633399 SARALEE HOUSEHOLD & BODYCARE (AU', '26867 UNILEVER A/ASIA HOME &PERSONAL C']",health-beauty,Available,https://shop.coles.com.au/a/national/product/radox-bath-foam-muscle-soak,2021-04-23
3301692P,Coles Bakery,White Crusty Jumbo Rolls,2.7,$0.45 per 1Ea,6 pack,3.0,Specials,['656186 COLES SUPERMARKETS (EXP)'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-bakery-rolls-crusty-jumbo,2021-04-23
208205P,Coles,Vanilla Flavoured Ice Cream Tub,4.9,$1.23 per 1L,4L,5.2,Specials,"['933093 BULLA DAIRY FOODS(PRIVATE LABEL)', '932810 DAIRYBELL ICE CREAM (AUST) PTY L', '935177 NORCO FOODS (HOUSEBRAND A/C)', '39063 BULLA DAIRY FOODS', '935147 NESTLE ICE CREAM (PRIVATE LABEL)']",entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/coles-ice-cream-vanilla-208205p,2021-04-23
5436910P,Jarrah,Swiss Mochaccino Coffee,3.5,$1.40 per 100G,250g,6.0,Specials,['941157 TWININGS & CO'],pantry,Available,https://shop.coles.com.au/a/national/product/jarrah-instant-coffee-swiss-style,2021-04-23
3794501P,Sistema,Klip It Plus Square Container 3.5L,6.25,$6.25 per 1Ea,1 each,12.5,Specials,['731501 SISTEMA PLASTICS AUST LTD'],household,Available,https://shop.coles.com.au/a/national/product/sistema-klip-it-plus-baking-container,2021-04-23
2821915P,Annabel Karmel,Butter Chicken,4.0,$2.00 per 100G,200g,,,['963764 VESCO FOODS P/L'],baby,Available,https://shop.coles.com.au/a/national/product/annabel-karmel-butter-chicken,2021-04-23
3053091P,OB Finest,Fig Fruit Paste,5.0,$5.00 per 100G,100g,,,['971433 FINE FOOD HOLDINGS'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/ob-finest-fig-fruit-paste,2021-04-23
9486411P,Bulla,Creamy Classics Cookies & Cream Ice Cream Tub,8.5,$0.43 per 100mL,2L,,,['39063 BULLA DAIRY FOODS'],frozen,Available,https://shop.coles.com.au/a/national/product/bulla-creamy-classics-ice-cream-cookies-cream,2021-04-23
1213539P,Gillette,Fusion Shaving Blades - 8 Pack Refill Cartridges,35.5,$4.44 per 1Ea,8 Pack,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/gillette-fusion-manual-cartridge,2021-04-23
2035458P,Coles,Anti-Bacterial Wipes for Normal Skin,1.4,$0.09 per 1Ea,15 pack,,,"['962082 NICE PAK PRODUCTS (W/HOUSE A/C)(', '973915 NICE-PAK PRODUCTS PTY LTD (CB)']",household,Available,https://shop.coles.com.au/a/national/product/coles-antibacterial-wipes-for-normal-skin,2021-04-23
8101894P,Weight Watchers,Frozen Beef Cannelloni Meal,,,320g,,,['643408 WATTIES FROZEN FOODS'],kids-lunch-box,Unavailable,https://shop.coles.com.au/a/national/product/weight-watchers-meal-frozen-beef-cannelloni,2021-04-23
5736299P,Coles,RSPCA Approved Chicken Portions With Herb Sprinkle,8.03,$5.50 per 1Kg,approx. 1.46kg each,11.388,Specials,"['195774 INGHAMS ENTERPRISES P/L', '669148 BAIADA POULTRY P/L (RANDOM WEIGH', ""255807 HAZELDENE'S CHICKEN FARM P/L"", '973429 INGHAMS ENTERPRISES P/L R/W MT (', '174335 GOLDEN COCKEREL P/L (RANDOM WEIG']",mothers-day,Available,https://shop.coles.com.au/a/national/product/coles-chicken-roasting-portions-gourmet,2021-04-23
3455448P,McCain,Pub Style Extra Crispy Fries,4.5,$6.00 per 1Kg,750g,,,['32557 MCCAIN FOOD AUST P/L'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/mccains-pub-style-extra-crispy-fries,2021-04-23
7782130P,Laucke,Multigrain Bread Mix,14.4,$2.88 per 1Kg,5kg,16.0,Specials,['928995 LAUCKE FLOUR MILLS'],pantry,Available,https://shop.coles.com.au/a/national/product/laucke-flour-bread-mix-multigrain,2021-04-23
3534114P,Coles,Assure Pants For Men Medium,9.0,$1.13 per 1Ea,8pack,,,['965862 ONTEX BVBA'],health-beauty,Available,https://shop.coles.com.au/a/national/product/coles-assure-for-men-medium-incontinence-pants,2021-04-23
3835697P,Coles,Polski Orgorki Dill Cucumbers,6.5,$4.78 per 1Kg,1.36kg,,,['975653 BRANDS & MARKS P/L(COLES BRAND)'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-polski-cucumbers-dill,2021-04-23
1751111P,Earth Choice,Ultra Concentrate Laundry Liquid,16.0,$4.00 per 1L,4L,17.0,Specials,['653217 NATURES ORGANICS P/L'],household,Available,https://shop.coles.com.au/a/national/product/earth-choice-dual-concentrated-laundry-liquid,2021-04-23
9980190P,Black Swan,Crafted Crispy Bacon & Caramelised Onion Dip,4.3,$2.15 per 100G,200g,,,"['970642 BLACK SWAN FOODS', '65269 POSEIDON TARAMA P/L (RECEIVERS &']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/farmers-best-dip-bacon-onion,2021-04-23
1440439P,Dominate,Matte Waxx Salon Series Long-lasting Putty,6.0,$7.06 per 100G,85g,10.0,Specials,['952703 ESSANO LIMITED'],health-beauty,Available,https://shop.coles.com.au/a/national/product/dominate-hair-product-salon-series-matte-waxx,2021-04-23
7429723P,Mount Franklin,Lightly Sparkling Water,2.9,$6.44 per 1L,450mL,,,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']",drinks,Available,https://shop.coles.com.au/a/national/product/mount-franklin-water-sparkling-chilled,2021-04-23
4580208P,Coles,Red Capsicum,1.78,$8.90 per 1Kg,approx. 200g each,,,"['97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', '942460 FRESH DIRECT BROKERS (IMPORTS)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/capsicum-red-loose,2021-04-23
3796110P,Aussie Bodies,Nourish Protein Peanut Butter,3.0,$8.33 per 100G,36g,3.75,Specials,['929075 VITACO HEALTH AUSTRALIA P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/aussie-bodies-nourish-protein-peanut-butter,2021-04-23
3230823P,Sunrice,Gluten Free Super Grains Multigrain Blend Cups 2 Pack,3.0,$1.20 per 100G,250g,3.8,Specials,"['42030 SUNRICE', ' AIR GUITAR AUSTRALIA', '951699 AIR GUITAR AUSTRALIA']",pantry,Available,https://shop.coles.com.au/a/national/product/sunrice-cup-2-pack-rice-supergrain-multigrain,2021-04-23
8280895P,Kikkoman,Soy Sauce,6.3,$1.05 per 100mL,600mL,,,['635294 KIKKOMAN AUST P/L.'],international-foods,Available,https://shop.coles.com.au/a/national/product/kikkoman-soy-sauce,2021-04-23
3869677P,Coles,Kitchen Baby Spinach & Egg Salad Bowl,6.0,$3.16 per 100G,190g,,,"['939301 FRESH PRODUCE DC (WA)', '959032 CHILLED FOODS MCK P/L (F & V DIV', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '756806 SALADFRESH']",fruit-vegetables,Available,https://shop.coles.com.au/a/national/product/coles-egg-and-spinach-bowl,2021-04-23
3506480P,Coles,Orange Jelly Cups 4 Pack,2.2,$0.44 per 100G,500g,,,['952725 LEGEND GLOBE TRADING LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-orange-jelly-4-pack,2021-04-23
9360854P,Peters,Drumstick Boysenberry Swirl Ice Cream Cones 4 pack,5.0,$1.05 per 100mL,475mL,8.4,Specials,"['968585 PETERS ICE CREAM', '643751 NESTLE PETERS ICE CREAM']",frozen,Available,https://shop.coles.com.au/a/national/product/nestle-peters-drumstick-ice-creamboysenberry,2021-04-23
3681866P,Bounce,Banana Pecan Brekkie Bar 3 Pack,6.0,$4.00 per 100G,150g,,,['968704 BOUNCE FOODS'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/bounce-banana-pecan-brekkie-bar,2021-04-23
8638300P,Arnott's,Savoury Shapes,3.2,$1.73 per 100G,185g,,,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",pantry,Available,https://shop.coles.com.au/a/national/product/arnotts-biscuits-shapes-savoury,2021-04-23
3267481P,Schwarzkopf,Colour Specialist 5.65 Chocolate Brown Hair Colour,19.0,$19.00 per 1Ea,1 pack,,,['65480 HENKEL AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/schwarzkopf-specialist-5-65-chocolate-brown,2021-04-23
3245037P,Coles,I'm Free From Blueberry Muffins,3.5,$1.75 per 1Ea,2 pack,,,['959609 SOURCE FOOD & DRINK (HOUSEBRAND)'],bakery,Available,https://shop.coles.com.au/a/national/product/coles-gluten-free-blueberry-muffin-2pk,2021-04-23
3964703P,Ambi,Car Mini Mould Fighter Air Freshner Aqua & Violet,3.5,$15.91 per 10mL,2.2mL,7.0,Specials,['422720 PROCTER & GAMBLE AUST P/L'],household,Available,https://shop.coles.com.au/a/national/product/air-freshner-aqua-vlt,2021-04-23
9467213P,Berocca,Energy Vitamin Orange 15 Effervescent Tablets,8.1,$8.10 per 1Ea,1 Pack,10.8,Specials,"['943994 BAYER AUST LTD', '636312 ROCHE PRODUCTS P/L', '3778 BAYER AUSTRALIA LTD']",health-beauty,Available,https://shop.coles.com.au/a/national/product/berocca-performance-effervescent-vitamin-tablets-orange-flavour-9467213p,2021-04-23
8156568P,Metamucil,Daily Fibre Supplement Fibre Caps,28.9,$0.18 per 1Ea,160 pack,34.0,Specials,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/metamucil--fibre-capsules,2021-04-23
5899770P,Mars,Twix Pods Chocolate Medium Bag,3.0,$1.88 per 100G,160g,4.5,Specials,['30724 MARS CHOCOLATE'],pantry,Available,https://shop.coles.com.au/a/national/product/mars-pods-twix,2021-04-23
3123200P,Cook & Dine,Carbon Steel Wok 30cm,14.0,$14.00 per 1Ea,1 each,,,['962438 H & H ASIA LTD'],household,Available,https://shop.coles.com.au/a/national/product/cook-dine-carbon-steel-wok-30cm,2021-04-23
4150050P,Cadbury,Old Gold Orange Block Chocolate,3.5,$2.06 per 100G,170g,5.0,Specials,['618748 CADBURY P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/block-chocolate-4150050p-1,2021-04-23
9793057P,Ocean Spray,Classic Cranberry Juice Drink,4.05,$2.70 per 1L,1.5L,5.85,Specials,"['952364 SPC ARDMONA', '970404 STUART ALEXANDER (OCEAN SPRAY)', '734800 OCEAN SPRAY INTL SALES P/L', '962261 HEINZ (OCEAN SPRAY)']",drinks,Available,https://shop.coles.com.au/a/national/product/ocean-spray-cranberry-classic-drink,2021-04-23
2601318P,Dilmah,Pure Ceylon Green Tea Bags 20 pack,2.0,$0.10 per 1Ea,40g,4.0,Specials,['952451 DILMAH TEA'],drinks,Available,https://shop.coles.com.au/a/national/product/dilmah-ceylon-pure-green-tea-20-pack,2021-04-23
3817618P,Royal Fields,Corn Flour,4.8,$4.80 per 1Kg,1kg,,,"['974640 BASFOODS AUSTRALIA PTY LTD (FIW)', '980252 BASFOODS INTERNATIONAL PTY LTD']",drinks,Available,https://shop.coles.com.au/a/national/product/royal-fields-corn-flour,2021-04-23
5522488P,Four'N Twenty,Frozen Jumbo Sausage Rolls 6 Pieces,7.0,$1.00 per 100G,700g,,,"['606235 PATTIES FOODS LTD', '14729 SIMPLOT AUST P/L']",frozen,Available,https://shop.coles.com.au/a/national/product/four-n-twenty-sausage-rolls-jumbo-frozen,2021-04-23
2044346P,Mirabella,LED Globe GLS Bayonet Cap 9 watt Cool White,8.0,$8.00 per 1Ea,1 each,,,['31585 MIRABELLA INTL P/L (LOCAL)'],household,Available,https://shop.coles.com.au/a/national/product/mirabella-led-globe-gls-bayonet-cap-9-watt-cool-white,2021-04-23
3569210P,Freedom Foods,Messy Monkeys Cheese Popcorn,5.5,$4.23 per 100G,130g,,,"['943187 GOOD FOOD PARTNERS PTY LTD', '973637 FREEDOM FOODS GROUP TRADING PTY', '973732 FREEDOM FOODS GROUP TRADING PTY', '973613 FREEDOM FOODS GROUP TRADING PTY']",pantry,Available,https://shop.coles.com.au/a/national/product/messy-monkeys-cheese-popcorn,2021-04-23
3011422P,Coles,Peach & Mango Yoghurt,1.0,$0.67 per 100G,150g,,,"['64262 LACTALIS AUSTRALIA P/L', '972693 LACTALIS AUSTRALIA P/L', '742007 LACTALIS AUSTRALIA P/L']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coles-flavoured-yoghurt-peach-mango,2021-04-23
1020375P,Ambi Pur,Febreze Anti Bacterial Fabric Freshener,6.5,$17.57 per 1L,370mL,,,['422720 PROCTER & GAMBLE AUST P/L'],household,Available,https://shop.coles.com.au/a/national/product/febreze-ambi-pur-trigger-anti-bacterial,2021-04-23
8450204P,Shower Power,Regular Shower Cleaner Trigger Pack,6.85,$1.37 per 100mL,500mL,,,['756610 OZ KLEEN ASIA-PACIFIC P/L'],household,Available,https://shop.coles.com.au/a/national/product/shower-power-cleaner-trigger,2021-04-23
3890629P,Nescafe,Farmers Origins Brazil Lungo Capsules,6.2,$0.62 per 1Ea,10 pack,,,['621994 NESTLE AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/nescafe-farmers-origins-brazil-espresso-capsules,2021-04-23
3532651P,Vegeta,Beef Stew With Green Peas & Potatoes Medium Spicy,4.0,$1.00 per 100G,400g,,,['954043 PODRAVKA INTL P/L AUST'],pantry,Available,https://shop.coles.com.au/a/national/product/vegeta-beef-w-peas-carrot,2021-04-23
2817204P,Coles,Bayonet Cap 650 Lumens 8 Watt Cool White LED Globe,10.0,$5.00 per 1Ea,2 pack,,,"['968713 MIRABELLA INTERNATIONAL PTY LTD', '31585 MIRABELLA INTL P/L (LOCAL)']",household,Available,https://shop.coles.com.au/a/national/product/coles-led-globe-bayonet-cap-650-lumens-4000k-8-watt,2021-04-23
9196772P,Herbal Essences,Classic Replenishing Conditioner,10.0,$2.04 per 100mL,490mL,,,['422720 PROCTER & GAMBLE AUST P/L'],health-beauty,Available,https://shop.coles.com.au/a/national/product/herbal-essence-conditioner-classics-colour,2021-04-23
2750806P,Tommee Tippee,Closer To Nature Bottle 2 pack,16.8,$8.40 per 1Ea,260mL,,,['967498 MAYBORN BABY AND CHILD (X-DOCK)'],baby,Available,https://shop.coles.com.au/a/national/product/tommee-tippee-closer-to-nature-bottle-2-pack-0m,2021-04-23
3532287P,Danone,Yopro Peach Yoghurt,2.4,$1.50 per 100G,160g,,,['964090 DANONE MURRAY GOULBURN AUST P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/danone-yopro-yoghurt-peach,2021-04-23
9615263P,Western Star,Spreadable Butter Blend,5.0,$1.33 per 100G,375g,,,['322385 FONTERRA BRANDS (AUST) P/L'],dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/western-star-spreadable-blend-supersoft,2021-04-23
469912P,Barilla,Penne Rigate Pasta No 73,2.0,$0.40 per 100G,500g,2.4,Specials,"['968533 BARILLA AUST P/L', '939143 BARILLA AUST P/L']",pantry,Available,https://shop.coles.com.au/a/national/product/barilla-pasta-penne-rigate-no-73,2021-04-23
4604703P,Freedom Foods,Cereal Rice Puffs,4.0,$1.60 per 100G,250g,,,"['943187 GOOD FOOD PARTNERS PTY LTD', '657280 FREEDOM FOODS GROUP LTD', '973613 FREEDOM FOODS GROUP TRADING PTY']",pantry,Available,https://shop.coles.com.au/a/national/product/freedom-foods-cereal-rice-puffs--gluten-free,2021-04-23
3041398P,Coles,Special Burger Sauce,2.75,$0.76 per 100G,360g,,,['970181 MON Natural Foods Pty Limited Co'],pantry,Available,https://shop.coles.com.au/a/national/product/coles-special-burger-sauce,2021-04-23
2449847P,Fine Foods,Sesame Wafer Crackers,3.0,$3.00 per 100G,100g,,,['971433 FINE FOOD HOLDINGS'],entertaining-at-home,Available,https://shop.coles.com.au/a/national/product/fine-food-sesame-wafer-crackers,2021-04-23
7057276P,Tip Top,White Hamburger Rolls,4.0,$0.67 per 1Ea,6 pack,,,"['920782 TIP TOP BAKERIES', '45616 TIP TOP BAKERIES (BRANDED FROZEN']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/tip-top-bread-rolls-hamburger-white,2021-04-23
3676571P,Cook & Dine,Stainless Steel Stockpot,32.0,$32.00 per 1Ea,6L,,,['975760 GLOBALEYES DISTRIBUTION PTY LTD'],household,Available,https://shop.coles.com.au/a/national/product/cok-dine-stainless-stel-stockpot,2021-04-23
3995842P,Nescafe,Quality Street Hot Chocolate Fudge The Pink One,6.5,$2.24 per 100G,290g,,,['621994 NESTLE AUST LTD'],mothers-day,Available,https://shop.coles.com.au/a/national/product/chocolate-the-pink-one,2021-04-23
8643300P,Marion's Kitchen,Thai Green Curry Cooking Kit,7.45,$1.78 per 100G,475g,,,['32077 MANASSEN FOODS AUST P/L'],pantry,Available,https://shop.coles.com.au/a/national/product/marions-kitchen-kit-thai-green-curry,2021-04-23
4184903P,Restaurant Collection,Bao Buns With Chinese Pork Belly,18.5,$3.00 per 100G,616g,,,['970071 Beak & Johnston Pty Ltd (COLESBR'],convenience-meals,Available,https://shop.coles.com.au/a/national/product/bao-buns-with-pork-belly,2021-04-23
3034010P,Dare,Espresso Iced Coffee,4.1,$5.47 per 1L,750mL,,,"['367702 CAPITOL CHILLED FOODS (AUST) P/L', '665282 LD & D AUST P/L', '966403 LD&D AUSTRALIA PTY LTD (DSD)']",drinks,Available,https://shop.coles.com.au/a/national/product/dare-espresso-flavoured-milk-3034010p,2021-04-23
8116847P,South Cape,Cheese Selection Platter,16.8,$38.62 per 1Kg,435g,,,"['988709 SAPUTO DAIRY AUSTRALIA (SDA4)', '971478 WARRNAMBOOL CHEESE & BUTTER', '265454 LD & D AUST P/L']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/south-cape-cheese-platter-selections,2021-04-23
3916722P,Coles,Perform Yellow Chicken Curry,8.0,$2.42 per 100G,330g,,Specials,['922163 MILNE AGRIGROUP P/L'],frozen,Available,https://shop.coles.com.au/a/national/product/yellow-chicken-curry,2021-04-23
4932021P,Nestle,Milo Snack Bars Original 6 Pack,3.0,$2.38 per 100G,126g,4.3,Specials,"['620521 NESTLE CONFECTIONERY LTD', '603481 NESTLE AUST LTD (UNCLE TOBYS)']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/nestle-milo-energy-snack-bar-original-6-pack,2021-04-23
7599279P,Dine,Cuts In Gravy with Beef & Liver Wet Cat Food Tray,1.15,$1.35 per 100G,85g,,,['47392 MARS PETCA'],pet,Available,https://shop.coles.com.au/a/national/product/dine-cat-food-beef-liver-in-gravy,2021-04-23
3892635P,The Juice Brothers,Orange Pulpless,2.75,$5.50 per 1L,500mL,3.5,Specials,['4111 LD & D AUST P/L'],drinks,Available,https://shop.coles.com.au/a/national/product/the-juice-brothers-orange-pulpless,2021-04-23
3973861P,Arnott's,Tim Tam Crafted Raspberry & Dark Chocolate Biscuits,4.0,$2.50 per 100G,160g,,Specials,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",pantry,Available,https://shop.coles.com.au/a/national/product/biscuit-raspbry-dark-choc,2021-04-23
9860267P,Primo,Pork Roast Seasoned,2.5,$20.00 per 1Kg,approx. 125g,3.125,Specials,['959437 PRIMO FOODS PTY LTD'],kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/roast-pork-seasoned,2021-04-23
3613390P,Decor,Delish Oblong Container 1L,9.0,$9.00 per 1Ea,1 each,,,['300063 THE DECOR CORP P/L (LOCAL)'],household,Available,https://shop.coles.com.au/a/national/product/decor-delish-oblong-container-1-litre,2021-04-23
2863959P,Saxa,Pink Himalayan Rock Salt,4.0,$0.08 per 10G,500g,,,['9709 CEREBOS AUST LTD'],pantry,Available,https://shop.coles.com.au/a/national/product/saxa-pink-himalayon-rock-salt,2021-04-23
217104P,Coon,Tasty Cheese Slices 12 pack,6.0,$24.00 per 1Kg,250g,,,"['971478 WARRNAMBOOL CHEESE & BUTTER', '609625 DAIRY FARM', '265454 LD & D AUS', '988709 SAPUTO DAIRY AUSTRALIA (SDA4)']",dairy--eggs-meals,Available,https://shop.coles.com.au/a/national/product/coon-cheese-slices-tasty-12-pack,2021-04-23
3011943P,Only Good,Hand Wash Nourish,6.0,$2.00 per 100mL,300mL,,,['667889 PSM HEALTHCARE LTD'],health-beauty,Available,https://shop.coles.com.au/a/national/product/only-good-hand-wash-nourish,2021-04-23
3857587P,Noshu,Double Choc Snackles,6.0,$5.45 per 100G,110g,,,"['939012 COLES MYER LTD', '976426 NOSHU FOODS']",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/noshu-double-choc-snackles-110g,2021-04-23
6674685P,M & M Kosher,Chicken Drumstick,7.25,$14.50 per 1Kg,approx. 500g pack,,,['924643 CAVADANN P/L'],meat-seafood-deli,Available,https://shop.coles.com.au/a/national/product/m-m-kosher-chicken-drumstick,2021-04-23
9156257P,Sensodyne,Sensitive Teeth Pain Repair & Protect Whitening Toothpaste,11.0,$11.00 per 100G,100g,,,"['41629 GLAXOSMITHKLINE AUST P/L', '971903 GLAXOSMITHKLINE CONSUMER HEALTHC']",health-beauty,Available,https://shop.coles.com.au/a/national/product/sensodyne-whitening-repair-protect-paste,2021-04-23
3632463P,Lotte,Koala's March Strawberry Biscuits,5.9,$3.03 per 100G,195g,,,['641316 ORIENTAL MERCHANT P/L'],international-foods,Available,https://shop.coles.com.au/a/national/product/lotte-koalas-march-strawberry,2021-04-23
3946064P,Coco Earth,Green Veggie Penne Pasta,3.0,$1.00 per 100G,300g,,,['972712 HEALTHIER TASTIER FOODS'],pantry,Available,https://shop.coles.com.au/a/national/product/broc-zuch-peas-pasta,2021-04-23
3151035P,Coles,Paracetamol Hard Gel Capsules 500mg,1.25,$0.06 per 1Ea,20 pack,,,['953306 NOVA PHARMACEUTICALS AUSTRALASIA'],health-beauty,Available,https://shop.coles.com.au/a/national/product/coles-paracetamol-hard-gel-capsules,2021-04-23
1047P,Buttercup,Country Split Wholemeal Bread,3.0,$0.67 per 100G,450g,,,['7153 QUALITY BAKERS AUST LTD'],bakery,Available,https://shop.coles.com.au/a/national/product/buttercup-bread-wholemeal-country-split,2021-04-23
3758280P,Swisse,Ultiboost Immune Action,30.0,$50.00 per 100Ea,60 pack,,,['953875 SWISSE VITAMINS (ACCOUNT NO 2 )'],health-beauty,Available,https://shop.coles.com.au/a/national/product/swisse-ultibost-immune-action-3758280p,2021-04-23
2992248P,Arnott's,Shapes Vegemite & Cheese 8 pack,3.0,$1.50 per 100G,200g,4.0,Specials,"[""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]",kids-lunch-box,Available,https://shop.coles.com.au/a/national/product/arnotts-shapes-crackers-under-the-sea-8-pack,2021-04-23
